id,Area,BHK,Bathroom,Furnishing,Locality,Place,Parking,Price,Status,Transaction,Type,Per_Sqft
717,1000,3,2,Furnished,"DDA Flats Block A, Dilshad Garden",Dilshad,1,9200000,Ready_to_move,Resale,Apartment,9200
718,800,3,2,Semi-Furnished,Dilshad Garden,Dilshad,1,9030000,Ready_to_move,Resale,Apartment,9200
719,900,2,2,Unfurnished,"Mangal Apartment, Vasundhara Enclave",Vasundhara,114,9000000,Ready_to_move,Resale,Apartment,
720,720,4,2,Furnished,"Yamuna Vihar, Shahdara",shahdara,2,9000000,Ready_to_move,Resale,Builder_Floor,12500
721,1050,3,2,Semi-Furnished,"Hans Apartments, Vishwas Nagar, Shahdara",shahdara,1,9000000,Ready_to_move,Resale,Apartment,3901
722,400,2,2,Furnished,"mind. The space is airy, is well located and can be easily customized as per the needs. Prime facilities are easily accessible from this place with Government Girls Senior Secondary School No 2 (0 km ). Other key neighbourhood are B Block Market (0 km ). read more Contact Owner View Phone No. Share Feedback Owner vinod kumar",None,1,9000000,Ready_to_move,Resale,Builder_Floor,14550
723,810,3,2,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,9000000,Ready_to_move,Resale,Builder_Floor,11111
724,900,3,2,Semi-Furnished,"New Manglapuri, Sultanpur",sulthanpur,1,9000000,Ready_to_move,New_Property,Builder_Floor,
725,900,3,2,Semi-Furnished,"Manglapuri, Sultanpur",sulthanpur,1,9000000,Ready_to_move,Resale,Builder_Floor,3714
726,700,2,2,Semi-Furnished,Malviya Nagar,Malviya Nagar,1,9000000,Ready_to_move,Resale,Apartment,14888
727,1050,2,2,Semi-Furnished,Vasundhara Enclave,Vasundhara,1,9000000,Ready_to_move,Resale,Apartment,
728,1050,2,2,Unfurnished,Kalkaji Extention,kalkaji,1,9000000,Ready_to_move,Resale,Apartment,10000
729,900,2,2,Furnished,Kalkaji,kalkaji,1,9000000,Ready_to_move,Resale,Builder_Floor,18000
730,810,2,2,Semi-Furnished,"Dayanand Colony, Lajpat Nagar How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 810 sqft status Ready to Move floor 1 out of 5 floors transaction Resale balcony 1 Contact Now Enquire Now Auction By Bank",Lajpat,1,8910000,Ready_to_move,Resale,Builder_Floor,
731,900,1,1,Semi-Furnished,Lajpat Nagar 3,Lajpat,0,8900000,Ready_to_move,Resale,Builder_Floor,
732,780,2,2,Unfurnished,Paschim Vihar How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. carpet area 780 sqft status Ready to Move floor Ground out of 3 floors transaction Resale furnishing Unfurnished facing West bathroom 2 balcony 1 ownership Freehold Contact Now Enquire Now Auction By Bank,Paschim vihar,1,8770000,Ready_to_move,Resale,Builder_Floor,14722
733,324,6,3,Furnished,"Yamuna Vihar, Shahdara",shahdara,1,8700000,Ready_to_move,Resale,Builder_Floor,35714
734,1000,3,3,Semi-Furnished,"Govindpuri Extension, Kalkaji",kalkaji,2,8600000,Ready_to_move,New_Property,Apartment,
735,807.2925,2,2,Unfurnished,"Archana Apartment, Paschim Vihar",Paschim vihar,1,8600000,Ready_to_move,Resale,Apartment,14722
736,900,2,2,Semi-Furnished,"Prayag Apartments, Vasundhara Enclave carpet area 900 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Semi-Furnished overlooking Garden/Park, Main Road society Prayag Apartments car parking 1 Open bathroom 2 balcony 2 ownership Freehold This is 2 BHK apartment , with 2 Bathroom and one parking.This is East facing Flat.Near Metro Station is Ashok Nagar read more Contact Owner View Phone No. Share Feedback Owner Sameer Kumar",Vasundhara,1,8550000,Ready_to_move,Resale,Apartment,
737,1250,3,3,Unfurnished,Mehrauli,Mehrauli,2,8500000,Almost_ready,New_Property,Builder_Floor,8060
738,850,2,2,Unfurnished,Malviya Nagar,Malviya Nagar,2,8500000,Ready_to_move,Resale,Builder_Floor,14888
739,1800,4,4,Semi-Furnished,Chhattarpur Enclave Phase2,Chhattarpur,1,8500000,Ready_to_move,New_Property,Builder_Floor,
740,900,2,3,Semi-Furnished,Paschim Vihar,Paschim vihar,1,8500000,Ready_to_move,Resale,Apartment,14722
741,1350,3,3,Semi-Furnished,Sultanpur,sulthanpur,1,8500000,Ready_to_move,Resale,Apartment,5222
742,1700,3,3,Semi-Furnished,"New Manglapuri, Sultanpur",sulthanpur,1,8500000,Ready_to_move,New_Property,Apartment,3714
743,1350,3,3,Unfurnished,Mehrauli,Mehrauli,1,8500000,Ready_to_move,New_Property,Builder_Floor,3294
744,1350,3,3,Unfurnished,Mehrauli,Mehrauli,1,8500000,Ready_to_move,New_Property,Apartment,3294
745,1350,3,3,Unfurnished,Mehrauli,Mehrauli,1,8500000,Ready_to_move,New_Property,Apartment,8060
746,810,2,2,Semi-Furnished,Krishna Nagar-Safdarjung Enclave,Safdarjung Enclave,1,8500000,Ready_to_move,Resale,Builder_Floor,14818
747,1100,3,2,Unfurnished,Mehrauli,Mehrauli,1,8500000,Ready_to_move,Resale,Builder_Floor,7727
748,1500,3,3,Semi-Furnished,"Andheria Mor, Mehrauli",Mehrauli,1,8400000,Ready_to_move,New_Property,Apartment,8060
749,890,2,2,Semi-Furnished,Lajpat Nagar 1,Lajpat,1,8300000,Ready_to_move,Resale,Builder_Floor,22000
750,70,2,3,Furnished,"Patel Nagar South, Patel Nagar",Patel Nagar,1,8200000,Ready_to_move,New_Property,Builder_Floor,23840
751,950,2,2,Unfurnished,Vasundhara Enclave,Vasundhara,114,8100000,Ready_to_move,Resale,Apartment,
752,1125,2,2,Unfurnished,Malviya Nagar,Malviya Nagar,2,8100000,Ready_to_move,Resale,Builder_Floor,7200
753,900,2,2,Semi-Furnished,Vasundhara Enclave,Vasundhara,0,8000000,Ready_to_move,Resale,Apartment,
754,1700,3,3,Unfurnished,"Savitri Nagar Village, Sheikh Sarai",Sheikh Sarai,2,8000000,Ready_to_move,Resale,Builder_Floor,
755,950,2,2,Semi-Furnished,Patel Nagar West,Patel Nagar,2,8000000,Ready_to_move,Resale,Builder_Floor,8421
756,800,3,2,Unfurnished,Patel Nagar West,Patel Nagar,1,8000000,Ready_to_move,Resale,Builder_Floor,23840
757,900,3,2,Unfurnished,"New Moti Nagar, Kirti Nagar",Moti Nagar,1,8000000,Ready_to_move,Resale,Builder_Floor,8889
758,600,3,2,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",Sheikh Sarai,1,8000000,Ready_to_move,Resale,Builder_Floor,10556
759,950,3,2,Semi-Furnished,"Govindpuri Extension, Kalkaji",kalkaji,1,8000000,Ready_to_move,New_Property,Apartment,
760,800,2,2,Semi-Furnished,"Kalkaji super area 800 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 2 ownership Freehold 2 bhk flat for sale in kalkaji this is third floor with 2 bed room and bathrooms very peace full location and posh. The Summer Fields School is considered as among the best school of New Delhi and is located just beside to this property. Within the range of 4-5km, you will find some of the well-equipped hospitals which include AIMS Hospital and Moolchand Hospital.for more information about this flat please call me feel free. read more Contact Agent View Phone No. Share Feedback Agent Rose Estate 100+ Buyers Served",kalkaji,1,8000000,Ready_to_move,Resale,Builder_Floor,10000
761,713,3,1,Unfurnished,"Yamuna Vihar, Shahdara",shahdara,1,8000000,Ready_to_move,Resale,Apartment,11220
762,600,1,1,Semi-Furnished,Vasant Kunj,Vasant kunj,1,8000000,Ready_to_move,New_Property,Apartment,
763,807.2925,2,1,Semi-Furnished,"Punjabi Bagh Extension, Punjabi Bagh",Punjabi Bhag,1,8000000,Ready_to_move,Resale,Builder_Floor,9909
764,1130,2,2,Unfurnished,Lajpat Nagar 4,Lajpat,1,7800000,Ready_to_move,Resale,Builder_Floor,
765,1000,2,2,Semi-Furnished,"Punjabi Bagh Enclave, Madipur, Punjabi Bagh",Punjabi Bhag,1,7800000,Ready_to_move,Resale,Apartment,7800
766,870,3,2,Semi-Furnished,Rohini Sector 25,Rohini,1,7700000,Ready_to_move,New_Property,Builder_Floor,6154
767,1000,2,2,Semi-Furnished,"Saptrishi Apartment, Rohini Sector 23",Rohini,1,7600000,Ready_to_move,Resale,Apartment,5255
768,950,3,2,Semi-Furnished,Rohini Sector 23,Rohini,1,7600000,Ready_to_move,New_Property,Builder_Floor,5255
769,1250,2,1,Semi-Furnished,"DDA Flats Mansarovar Park, Seelampur, Shahdara",shahdara,0,7500000,Ready_to_move,Resale,Apartment,4444
770,800,2,2,Semi-Furnished,"Punjabi Bagh Enclave, Punjabi Bagh West",Punjabi Bhag,2,7500000,Ready_to_move,Resale,Apartment,11905
771,820,2,3,Unfurnished,Paschim Vihar,Paschim vihar,1,7500000,Ready_to_move,Resale,Apartment,11111
772,1000,2,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,7500000,Ready_to_move,Resale,Apartment,7778
773,550,1,2,Furnished,Vasant Kunj Sector D,Vasant kunj,1,7500000,Ready_to_move,Resale,Apartment,20833
774,1000,2,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,7500000,Ready_to_move,Resale,Apartment,6667
775,1100,3,2,Semi-Furnished,Mahavir Enclave Part 1,Mahavir Enclave,1,7500000,Ready_to_move,New_Property,Builder_Floor,
776,800,2,2,Semi-Furnished,"Dilshad Colony, Dilshad Garden",Dilshad,1,7500000,Ready_to_move,Resale,Apartment,9375
777,1000,2,2,Semi-Furnished,"Satyam Apartment, Vasundhara Enclave",Vasundhara,1,7500000,Ready_to_move,Resale,Apartment,
778,780,2,2,Semi-Furnished,Vasundhara Enclave,Vasundhara,1,7500000,Ready_to_move,Resale,Apartment,9655
779,810,3,2,Semi-Furnished,Sheikh Sarai Phase 2,Sheikh Sarai,1,7500000,Ready_to_move,Resale,Builder_Floor,
780,1000,2,2,Semi-Furnished,Chittaranjan Park,Chittarajan,1,7500000,Ready_to_move,Resale,Apartment,18333
781,900,2,2,Furnished,Patel Nagar West,Patel Nagar,3,7400000,Ready_to_move,Resale,Builder_Floor,23840
782,650,1,2,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",Vasant kunj,1,7400000,Ready_to_move,Resale,Apartment,15500
783,750,2,1,Unfurnished,"Guru Teg Bahadur Enclave, Dilshad Garden",Dilshad,0,7350000,Ready_to_move,Resale,Apartment,
784,850,3,2,Semi-Furnished,Rohini Sector 23,Rohini,1,7300000,Ready_to_move,New_Property,Builder_Floor,5255
785,980,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,7300000,Ready_to_move,New_Property,Apartment,7449
786,1150,2,2,Semi-Furnished,"Ahinsha Vatika, Ram Nagar, Shahdara",shahdara,1,7300000,Ready_to_move,Resale,Apartment,6347
787,1170,3,3,Unfurnished,"Andheria Mor, Mehrauli",Mehrauli,5,7200000,Almost_ready,New_Property,Builder_Floor,8060
788,990,4,3,Unfurnished,Mahavir Enclave Part 1,Mahavir Enclave,1,7200000,Almost_ready,New_Property,Builder_Floor,
789,1100,2,2,Unfurnished,Vasundhara Enclave,Vasundhara,1,7200000,Ready_to_move,Resale,Apartment,9655
790,950,3,2,Semi-Furnished,Chhattarpur,Chhattarpur,0,7090000,Almost_ready,New_Property,Builder_Floor,
791,950,3,2,Semi-Furnished,Chhattarpur,Chhattarpur,1,7020000,Almost_ready,New_Property,Builder_Floor,4138
792,1053,3,2,Furnished,"Naveen Shahdara, Shahdara",shahdara,4,7000000,Ready_to_move,Resale,Builder_Floor,41304
793,1300,3,3,Semi-Furnished,"Mehrauli carpet area 1300 sqft status Ready to Move floor 2 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 2 Covered bathroom 3 balcony 2 ownership Freehold 3 bhk flat with attached washroom, modular kitchen, IInd floor, one car and one bike parking, lift, gated society, security, cctv camera, water backup. read more Contact Agent View Phone No. Share Feedback Agent India Bhoomi",Mehrauli,2,7000000,Ready_to_move,New_Property,Builder_Floor,3294
794,600,1,2,Unfurnished,"E2 Vasant Kunj, Vasant Kunj",Vasant kunj,2,7000000,Ready_to_move,New_Property,Apartment,20833
795,585,2,2,Unfurnished,"Paschimpuri, Paschim Vihar",Paschim vihar,2,7000000,Ready_to_move,Resale,Apartment,14722
796,500,2,1,Semi-Furnished,Chhattarpur Enclave Phase2,Chhattarpur,2,7000000,Ready_to_move,Resale,Apartment,4138
797,600,1,1,Unfurnished,Sheikh Sarai Phase 2,Sheikh Sarai,2,7000000,Ready_to_move,New_Property,Apartment,10556
798,1100,3,3,Furnished,Rohini Sector 20,Rohini,1,7000000,Ready_to_move,New_Property,Builder_Floor,6364
799,1500,3,3,Semi-Furnished,Chhattarpur,Chhattarpur,1,7000000,Ready_to_move,New_Property,Builder_Floor,4138
800,900,3,3,Semi-Furnished,"Govindpuri Extension, Kalkaji",kalkaji,1,7000000,Ready_to_move,New_Property,Builder_Floor,
801,800,3,2,Semi-Furnished,Rohini Sector 25,Rohini,1,7000000,Ready_to_move,Resale,Builder_Floor,8750
802,850,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,7000000,Ready_to_move,New_Property,Builder_Floor,6714
803,900,3,2,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,7000000,Ready_to_move,Resale,Builder_Floor,7778
804,600,2,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,7000000,Ready_to_move,Resale,Builder_Floor,11667
805,1000,3,2,Semi-Furnished,"Manglapuri, Sultanpur",sulthanpur,1,7000000,Ready_to_move,New_Property,Builder_Floor,7000
806,1450,2,2,Unfurnished,Dilshad Garden,Dilshad,1,7000000,Ready_to_move,Resale,Apartment,5200
807,1260,3,2,Semi-Furnished,"Abul Fazal Enclave Part 1, Okhla",okhla,1,7000000,Ready_to_move,Resale,Builder_Floor,5556
808,200,1,1,Semi-Furnished,"Patel Nagar East, Patel Nagar",Patel Nagar,1,7000000,Ready_to_move,Resale,Apartment,13333
809,1080,3,1,Unfurnished,Dilshad Garden,Dilshad,1,7000000,Ready_to_move,New_Property,Apartment,8333
810,720,2,1,Semi-Furnished,"Dev Nagar, Karol Bagh",karol bagh,1,7000000,Ready_to_move,Resale,Builder_Floor,9722
811,950,3,2,Semi-Furnished,Chhattarpur,Chhattarpur,2,6990000,Almost_ready,New_Property,Builder_Floor,
812,900,2,2,Furnished,"Dilshad Colony, Dilshad Garden",Dilshad,2,6900000,Ready_to_move,Resale,Builder_Floor,7666
813,985,3,3,Unfurnished,Rohini Sector 21,Rohini,1,6800000,Almost_ready,New_Property,Builder_Floor,6154
814,1200,4,3,Semi-Furnished,"SB Residency, Dwarka Mor",dwarka,1,6800000,Ready_to_move,New_Property,Builder_Floor,6111
815,900,3,3,Semi-Furnished,"Govindpuri Extension, Kalkaji",kalkaji,1,6800000,Ready_to_move,New_Property,Builder_Floor,10000
816,1150,3,2,Semi-Furnished,Dwarka Sector 16B,dwarka,1,6800000,Ready_to_move,New_Property,Builder_Floor,3524
817,1070,3,2,Furnished,Kalkaji Extention,kalkaji,1,6800000,Ready_to_move,Resale,Apartment,10000
818,530,4,1,Semi-Furnished,"Dev Nagar, Karol Bagh",karol bagh,1,6800000,Ready_to_move,Resale,Apartment,14776
819,1000,2,2,Semi-Furnished,"Dilshad Colony, Dilshad Garden",Dilshad,1,6700000,Ready_to_move,Resale,Apartment,6700
820,900,2,2,Semi-Furnished,"New Moti Nagar, Kirti Nagar",Moti Nagar,1,6700000,Ready_to_move,Resale,Apartment,12151
821,900,3,2,Semi-Furnished,"Giri Nagar, KalkaJi",kalkaji,2,6600000,Ready_to_move,Resale,Apartment,
822,900,4,2,Furnished,Laxmi Nagar,Laxmi Nagar,1,6600000,Ready_to_move,Resale,Builder_Floor,32000
823,1332,3,2,Semi-Furnished,"Beadon Pura, Karol Bagh How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. carpet area 148 sqyrd status Ready to Move floor 3 out of 3 floors transaction Resale furnishing Semi-Furnished bathroom 2 balcony 3 ownership Freehold Contact Now Enquire Now Auction By Bank",karol bagh,1,6540000,Ready_to_move,Resale,Builder_Floor,14776
824,945,2,1,Unfurnished,Chittaranjan Park,Chittarajan,5,6500000,Ready_to_move,Resale,Apartment,6878
825,900,2,2,Semi-Furnished,"Dda Janta Flats, Kalkaji",kalkaji,2,6500000,Ready_to_move,Resale,Apartment,
826,750,2,1,Semi-Furnished,"DDA Pocket JK, Dilshad Garden",Dilshad,2,6500000,Ready_to_move,New_Property,Apartment,8640
827,1750,3,3,Semi-Furnished,Chhattarpur Enclave Phase2,Chhattarpur,1,6500000,Ready_to_move,New_Property,Builder_Floor,4138
828,800,3,2,Semi-Furnished,Rohini Sector 25,Rohini,1,6500000,Ready_to_move,New_Property,Builder_Floor,
829,850,3,2,Semi-Furnished,Rohini Sector 23,Rohini,1,6500000,Ready_to_move,New_Property,Builder_Floor,5255
830,720,3,2,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,6500000,Ready_to_move,New_Property,Builder_Floor,6714
831,970,3,2,Semi-Furnished,"Balbir Nagar, Shahdara",shahdara,1,6500000,Ready_to_move,Resale,Builder_Floor,
832,1017,2,2,Furnished,"Vishwas Nagar, Shahdara",shahdara,1,6500000,Ready_to_move,New_Property,Builder_Floor,6526
833,747,2,2,Furnished,"Yamuna Vihar, Shahdara",shahdara,1,6500000,Ready_to_move,Resale,Builder_Floor,8701
834,900,2,2,Semi-Furnished,"Yamuna Vihar, Shahdara",shahdara,1,6500000,Ready_to_move,Resale,Apartment,7222
835,1000,3,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,6500000,Ready_to_move,Resale,Apartment,
836,1250,3,2,Semi-Furnished,Mehrauli carpet area 1250 sqft status Ready to Move floor Ground out of 8 floors transaction Resale furnishing Semi-Furnished facing East overlooking Main Road car parking 1 Covered bathroom 2 balcony 3 ownership Freehold The flat located are very good condition and well developed area. The flat area are very spaciable. This flat balcony view is very best society very neat and clean. read more Contact Agent View Phone No. Share Feedback Agent Bharti Real Estate 100+ Buyers Served,Mehrauli,1,6500000,Ready_to_move,Resale,Apartment,8060
837,1100,3,2,Unfurnished,Mahavir Enclave,Mahavir Enclave,1,6500000,Ready_to_move,New_Property,Apartment,
838,1000,2,2,Semi-Furnished,Mahavir Enclave Part 1 carpet area 1000 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Semi-Furnished facing East car parking 1 Covered bathroom 2 balcony 2 East Facing Property this property is for sale purpose.......................... Contact Owner View Phone No. Share Feedback Owner Twinkle Sudan,Mahavir Enclave,1,6500000,Ready_to_move,Resale,Builder_Floor,
839,650,2,2,Unfurnished,"Dilshad Colony, Dilshad Garden",Dilshad,1,6500000,Ready_to_move,Resale,Builder_Floor,
840,855,3,2,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",Sheikh Sarai,1,6500000,Ready_to_move,Resale,Builder_Floor,10556
841,594,2,1,Semi-Furnished,"Ashoka Apartment, Paschim Vihar Block A2",Paschim vihar,1,6500000,Ready_to_move,Resale,Apartment,10943
842,750,1,2,Semi-Furnished,"Yamuna Vihar, Shahdara",shahdara,1,6400000,Ready_to_move,Resale,Builder_Floor,
843,900,2,2,Unfurnished,"Vinoba Puri, Lajpat Nagar",Lajpat,2,6300000,Ready_to_move,Resale,Builder_Floor,7000
844,800,3,2,Unfurnished,"DDA Lig Flats, Paschim Vihar",Paschim vihar,1,6300000,Ready_to_move,Resale,Apartment,7875
845,1150,3,2,Semi-Furnished,"New Manglapuri, Sultanpur",sulthanpur,1,6300000,Ready_to_move,Resale,Builder_Floor,
846,405,2,3,Furnished,Budh Vihar Phase 2,Budh Vihar,1,6200000,Ready_to_move,Resale,Builder_Floor,2500
847,650,2,2,Semi-Furnished,"Rohini Sector 24 carpet area 650 sqft status Ready to Move floor 4 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2BHK Newly build property for Sale. A House is waiting for a Friendly Family to make it a lovely home.So please come and make his house feel alive once again. read more Contact Agent View Phone No. Share Feedback Garima properties Certified Agent Trusted by Users Genuine Listings Market Knowledge",Rohini,1,6200000,Ready_to_move,New_Property,Builder_Floor,6667
848,1100,3,2,Semi-Furnished,Rohini Sector 20,Rohini,1,6200000,Ready_to_move,New_Property,Builder_Floor,6154
849,1100,3,2,Semi-Furnished,Rohini Sector 20,Rohini,1,6200000,Ready_to_move,New_Property,Builder_Floor,5255
850,1030,3,2,Furnished,Rohini Sector 20,Rohini,1,6200000,Ready_to_move,New_Property,Builder_Floor,5255
851,1000,3,2,Semi-Furnished,Uttam Nagar,uttam nagar,1,6200000,Ready_to_move,New_Property,Builder_Floor,6111
852,1000,3,2,Semi-Furnished,Mahavir Enclave Part 1,Mahavir Enclave,1,6200000,Ready_to_move,Resale,Builder_Floor,
853,900,3,2,Semi-Furnished,"Khirki extension, Malviya Nagar",Malviya Nagar,1,6200000,Ready_to_move,Resale,Apartment,14888
854,900,2,1,Semi-Furnished,"Sitaram Bazar, Chandni Chowk",Chandni Chowk,1,6200000,Ready_to_move,New_Property,Builder_Floor,6667
855,450,2,1,Unfurnished,"Seelampur, Shahdara",shahdara,0,6000000,Ready_to_move,Resale,Apartment,13333
856,1080,3,3,Unfurnished,Mehrauli,Mehrauli,5,6000000,Ready_to_move,New_Property,Apartment,8060
857,1500,3,3,Unfurnished,Chhattarpur,Chhattarpur,4,6000000,Ready_to_move,Resale,Builder_Floor,
858,2400,6,4,Furnished,Budh Vihar Phase 2,Budh Vihar,1,6000000,Ready_to_move,Resale,Builder_Floor,2500
859,650,2,2,Semi-Furnished,Rohini Sector 24,Rohini,1,6000000,Ready_to_move,Resale,Builder_Floor,6154
860,720,3,2,Semi-Furnished,Rohini Sector 23,Rohini,1,6000000,Ready_to_move,New_Property,Builder_Floor,5255
861,810,3,2,Semi-Furnished,"Yamuna Vihar, Shahdara",shahdara,1,6000000,Ready_to_move,Resale,Builder_Floor,6526
862,900,3,2,Semi-Furnished,"Ram Nagar Extension, Shahdara",shahdara,1,6000000,Almost_ready,New_Property,Builder_Floor,3901
863,810,3,2,Semi-Furnished,"Yamuna Vihar, Shahdara",shahdara,1,6000000,Ready_to_move,Resale,Builder_Floor,
864,713,2,2,Semi-Furnished,"Yamuna Vihar, Shahdara",shahdara,1,6000000,Ready_to_move,New_Property,Builder_Floor,4444
865,801,3,2,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,6000000,Ready_to_move,New_Property,Builder_Floor,
866,900,3,2,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,6000000,Ready_to_move,Resale,Builder_Floor,11111
867,1000,3,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,6000000,Ready_to_move,Resale,Apartment,11111
868,760,3,2,Furnished,Geeta Colony,Geeta Colony,1,6000000,Ready_to_move,Resale,Builder_Floor,6667
869,1100,3,2,Semi-Furnished,"New Manglapuri, Sultanpur",sulthanpur,1,6000000,Ready_to_move,Resale,Builder_Floor,3714
870,1100,3,2,Furnished,Sultanpur,sulthanpur,1,6000000,Ready_to_move,Resale,Apartment,5455
871,1044.0983,3,2,Unfurnished,Mehrauli,Mehrauli,1,6000000,Ready_to_move,Resale,Builder_Floor,3148
872,950,3,2,Furnished,Mahavir Enclave Part 1,Mahavir Enclave,1,6000000,Ready_to_move,New_Property,Builder_Floor,
873,800,2,2,Unfurnished,"Dilshad Colony, Dilshad Garden",Dilshad,1,6000000,Ready_to_move,Resale,Builder_Floor,7500
874,1100,3,2,Semi-Furnished,"Panchsheel Vihar, Sheikh Sarai",Sheikh Sarai,1,6000000,Ready_to_move,New_Property,Builder_Floor,10556
875,825,3,2,Semi-Furnished,"Aravali Tower, Chhattarpur",Chhattarpur,1,5990000,Ready_to_move,New_Property,Builder_Floor,4138
876,850,2,3,Semi-Furnished,Patel Nagar West,Patel Nagar,1,5900000,Ready_to_move,Resale,Builder_Floor,24718
877,900,3,2,Semi-Furnished,Mahavir Enclave Part 1,Mahavir Enclave,1,5900000,Almost_ready,New_Property,Builder_Floor,6556
878,1387,4,4,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",dwarka,1,5890000,Ready_to_move,New_Property,Apartment,4247
879,1250,3,3,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",Sheikh Sarai,1,5800000,Ready_to_move,New_Property,Builder_Floor,10556
880,650,2,2,Semi-Furnished,"DDA RPS Flats, Mansarowar Park, Shahdara",shahdara,1,5800000,Ready_to_move,Resale,Apartment,6526
881,1001,3,2,Furnished,"Mitya Homes, Dwarka Mor",dwarka,1,5800000,Ready_to_move,New_Property,Builder_Floor,5794
882,500,2,1,Furnished,Dilshad Garden,Dilshad,1,5800000,Ready_to_move,Resale,Apartment,12000
883,850,3,3,Unfurnished,"Paschim Vihar carpet area 850 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Unfurnished facing North overlooking Garden/Park bathroom 3 balcony 1 ownership Freehold If you want to live a contended, pollution-free and peaceful life with your family and children, here is the once in a lifetime opportunity awaiting your attention!! Presenting a 3BHK ready to move flat up for sale in Paschim Vihar, which is becoming a dream residential area for its ability to provide a slice of authentic New Delhi city life. Property SpecificationsWell-knitted and planned on the super area of 900 sq ft is this 2bhk flat where the owner enjoys the complete rights of the freehold ownership. In a low-rise building of four-floors, this impressive infrastructure is positioned on the second floor, hence the residents can experience the greatest possible cross ventilation and natural sunlight.Though the age of construction is between 15-20 years, this north-facing flat is perfectly maintained and features 3 spacious bedrooms, 2 bathrooms, 2 airy balconies, a dining room, a living room, and a kitchen. All the bedrooms are adorned with decorative wardrobes offered with enough space for storage of clothes and other valuables.The attached toilet is designed in Indian fashion which is mounted-up with a geyser where you can enjoy a hot water bath, while the bathroom available for common use fashioned in the western genre.Further, an eye-catching view of the lush green garden is visible from the two well-aligned balconies where you can enjoy a hot cup of tea, where one balcony is connected to the bedroom, while the other balcony opens to the lobby. Bedecked with a granite countertop, a piped gas connection, and a chimney, the contemporarily designed modular kitchen is also provided with a wash area and also sufficient space for fridge.The entire flat is polished up with the good quality tiles which are easy to install and can be quite pleasant and comfortable underfoot.FacilitiesKeeping in mind the convenience of the residents, some of the basic facilities such as an unrestricted supply of water, and power backup with invertor. Additionally, one open parking space for 1 vehicle read more Contact Owner Share Feedback Owner Yogeet",Paschim vihar,1,5700000,Ready_to_move,Resale,Apartment,11111
884,850,3,2,Furnished,"Yamuna Vihar, Shahdara",shahdara,1,5700000,Ready_to_move,Resale,Builder_Floor,6706
885,1000,3,2,Furnished,"Rohitash Nagar East, Shahdara",shahdara,1,5650000,Ready_to_move,Resale,Builder_Floor,
886,1050,3,2,Unfurnished,Mehrauli,Mehrauli,2,5600000,Ready_to_move,New_Property,Builder_Floor,3294
887,715,2,2,Unfurnished,Laxmi Nagar,Laxmi Nagar,1,5600000,Ready_to_move,Resale,Apartment,5666
888,405,1,1,Unfurnished,"DDA LIG Flat, Kalkaji",kalkaji,1,5600000,Ready_to_move,Resale,Builder_Floor,
889,1000,3,2,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",uttam nagar,1,5510000,Almost_ready,New_Property,Builder_Floor,22222
890,1000,3,2,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",uttam nagar,1,5510000,Almost_ready,New_Property,Builder_Floor,6111
891,720,3,3,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,2,5500000,Ready_to_move,Resale,Builder_Floor,7778
892,1800,4,3,Furnished,"Panchsheel Vihar, Sheikh Sarai",Sheikh Sarai,2,5500000,Ready_to_move,New_Property,Builder_Floor,65714
